Customer Review,Emotion,word_count,cleaned_text,encoded_emotion
"Sudah beli banyak untuk kebutuhan dikirim keluar negeri ternyata tidak bisa tukar warna padahal belum 30hari,sesuai standard seharusnya masih bisa dilakukan refund. Warna pink terlalu kontras!! Tidak sesuai pada gambar!!",Sadness,30,sudah beli banyak untuk kebutuhan dikirim keluar negeri ternyata tidak bisa tukar warna padahal belum harisesuai standard seharusnya masih bisa dilakukan refund warna pink terlalu kontras tidak sesuai pada gambar,4
pesan warna PUTIH dan ABU. Tapi yg Datang warna SALEM dan ABU. KECEWA Karena PENJUAL Tidak konfirmasi sebelum dikirim,Anger,19,pesan warna putih dan abu tapi yg datang warna salem dan abu kecewa karena penjual tidak konfirmasi sebelum dikirim,0
"tolong di perhatikan bagian karet nya, ini kebalik karetnya,, ga sm lurus jahit nya, malah dkirimin brg reject :(",Sadness,19,tolong di perhatikan bagian karet nya ini kebalik karetnya ga sm lurus jahit nya malah dkirimin brg reject,4
bahan jelek.. panas.. & tipis,Anger,5,bahan jelek panas tipis,0
barang belum diterima,Sadness,3,barang belum diterima,4
warna tidak sesuai dengan digambar,Fear,5,warna tidak sesuai dengan digambar,1
lubang utk muka sempit ga enak,Sadness,6,lubang utk muka sempit ga enak,4
"baru terima paket siang ini. beli mukena disini, di iklan gak bilang klo tanpa tas. saat komplain kenapa mukena kusut. malah respon klo sdh dicuci dan disetrika apa masih kusut?? becanda nya bikin kesel nih penjual nya",Sadness,37,baru terima paket siang ini beli mukena disini di iklan gak bilang klo tanpa tas saat komplain kenapa mukena kusut malah respon klo sdh dicuci dan disetrika apa masih kusut becanda nya bikin kesel nih penjual nya,4
"Tidak berfungsi dengan baik,suka mati sendiri",Sadness,6,tidak berfungsi dengan baiksuka mati sendiri,4
barang nya tipis...tapi y Udhlah brg udh d terima,Sadness,9,barang nya tipistapi y udhlah brg udh d terima,4
"yg abu aga tebel bahannya, yg hitam tipis bangt sedih",Sadness,10,yg abu aga tebel bahannya yg hitam tipis bangt sedih,4
"kirain bahannya katun , ternyata tipis bangeet, licin dan lemas , kalau dibawa jalan kaki berisik bahannnya",Sadness,17,kirain bahannya katun ternyata tipis bangeet licin dan lemas kalau dibawa jalan kaki berisik bahannnya,4
Paketan nya sudah 9 hari belum sampai jg penjual d hub tidak bisa,Sadness,13,paketan nya sudah hari belum sampai jg penjual d hub tidak bisa,4
lidah kerudung kelebaran,Sadness,3,lidah kerudung kelebaran,4
kecewa dipikir agar panjang dikit rupanya pendek maaf saya kasih bintang 2 aja,Sadness,13,kecewa dipikir agar panjang dikit rupanya pendek maaf saya kasih bintang aja,4
spesifikasi barang kurang lengkap dipakai dewasa ngga bisa hanya sampai leher,Sadness,11,spesifikasi barang kurang lengkap dipakai dewasa ngga bisa hanya sampai leher,4
"padahal udah berekspektasi tinggi beli di sini karena official store nya, eh tapi ternyata yg dikirim ga sesuai sama warna nya beli nya warna cream yg di kirim warna apaan.. kecewa bgt sih jujur karena ga konfirmasi dulu ke saya kalo mau di ganti warna nya lain kali lebih amanah ya kak, jangan kirim barang yg ga sesuai warna, kalo emang stock nya habis konfirmasi dulu hehehe makasih",Sadness,68,padahal udah berekspektasi tinggi beli di sini karena official store nya eh tapi ternyata yg dikirim ga sesuai sama warna nya beli nya warna cream yg di kirim warna apaan kecewa bgt sih jujur karena ga konfirmasi dulu ke saya kalo mau di ganti warna nya lain kali lebih amanah ya kak jangan kirim barang yg ga sesuai warna kalo emang stock nya habis konfirmasi dulu hehehe makasih,4
ga sesuai warna pesanan,Fear,4,ga sesuai warna pesanan,1
tdk sesuai warna pesanan,Fear,4,tdk sesuai warna pesanan,1
"Klik Klaim Hadiah 0 rupiah dari Tokopedia tapi malah tidak di kirim sampai satu minggu. Padahal stok masih ada sangat jelas masih tersedia di bar ijo. Dicek sedang dikirim dan ada nomor resi, tapi tidak valid. Entah yang salah di seller atau ekspedisi. Mengecewakan pelanggan baru yang baru gabung di Tokopedia. Semoga kedepannya tidak terjadi lagi.",Fear,56,klik klaim hadiah rupiah dari tokopedia tapi malah tidak di kirim sampai satu minggu padahal stok masih ada sangat jelas masih tersedia di bar ijo dicek sedang dikirim dan ada nomor resi tapi tidak valid entah yang salah di seller atau ekspedisi mengecewakan pelanggan baru yang baru gabung di tokopedia semoga kedepannya tidak terjadi lagi,1
"warna tidak sesuai dengan keinginan, padahal sdh dichat",Fear,8,warna tidak sesuai dengan keinginan padahal sdh dichat,1
"seneng liat mukenanya dtg, tp jd sedih lihat tasnya, tas rusak kok dijual",Sadness,13,seneng liat mukenanya dtg tp jd sedih lihat tasnya tas rusak kok dijual,4
"Penjual memaksa untuk tidak mau membatalkan pesanan, maen kirim aja padahal saya sudah ajukan pembatalan. silahkan nikmati uang haram",Anger,19,penjual memaksa untuk tidak mau membatalkan pesanan maen kirim aja padahal saya sudah ajukan pembatalan silahkan nikmati uang haram,0
Tidak suka dengan respon yg tidak bagus banget,Anger,8,tidak suka dengan respon yg tidak bagus banget,0
Saya beli tasbih digital berbeda warna tapi setelah saya terima barangnya tidak sesuai catatan yang saya kasih...,Fear,17,saya beli tasbih digital berbeda warna tapi setelah saya terima barangnya tidak sesuai catatan yang saya kasih,1
lama nympe,Anger,2,lama nympe,0
"cara bungkus nya hanya pakai plastik tipis saja. dan dililit pakai lakban bening, di buka pake tangan tidak bisa, pas pake gunting, sajadah ikut ke gunting karena bungkus nya tipis.",Sadness,30,cara bungkus nya hanya pakai plastik tipis saja dan dililit pakai lakban bening di buka pake tangan tidak bisa pas pake gunting sajadah ikut ke gunting karena bungkus nya tipis,4
Order yg ke 3 kurang memuaskan..panjangnya beda ama pertama pesen padahal ukurannya L jg,Sadness,14,order yg ke kurang memuaskanpanjangnya beda ama pertama pesen padahal ukurannya l jg,4
"pinknya tipis dan menerawang. pengirimannya buruk, barang baru dikirim minus beberapa jam sebelum batal otomatis. padahal 4 hari setelah order penjual sudah diingatkan via dm, tapi malah disuruh sabar tanpa diberi alasan dan status barang masih tetap dalam proses, mungkin nunggu orderan besar biar sekalian dikirim.",Sadness,46,pinknya tipis dan menerawang pengirimannya buruk barang baru dikirim minus beberapa jam sebelum batal otomatis padahal hari setelah order penjual sudah diingatkan via dm tapi malah disuruh sabar tanpa diberi alasan dan status barang masih tetap dalam proses mungkin nunggu orderan besar biar sekalian dikirim,4
warna salah.. pesan warna hitam.. dapat warna putih,Sadness,8,warna salah pesan warna hitam dapat warna putih,4
Proses packing lambat,Sadness,3,proses packing lambat,4
gak sesuai gambar depan terlalu pendek,Fear,6,gak sesuai gambar depan terlalu pendek,1
"Terlalu tipis sekali untuk harga segitu. Seperti sehelai kain jilbab segi empat, tdk sesuai ekspektasi",Sadness,15,terlalu tipis sekali untuk harga segitu seperti sehelai kain jilbab segi empat tdk sesuai ekspektasi,4
bahan tipis sekali,Sadness,3,bahan tipis sekali,4
bahan terlalu tipis,Sadness,3,bahan terlalu tipis,4
"Baju tdk sesuai dgn gambar, lebih pendek,kantong kecil seperti baju anak2",Sadness,11,baju tdk sesuai dgn gambar lebih pendekkantong kecil seperti baju anak,4
jahitannya ngga rapih ..banyak benang2 yg belom kepotong.ada juga benang yang copot :'(((,Sadness,13,jahitannya ngga rapih banyak benang yg belom kepotongada juga benang yang copot,4
"parah kecil banget. padahal ukurannya L dan XL. ini mah buat anak SD kaga bisa buat orang dewasa, sekalipun dengan Negativean kecil.",Anger,22,parah kecil banget padahal ukurannya l dan xl ini mah buat anak sd kaga bisa buat orang dewasa sekalipun dengan negativean kecil,0
"Beda yg dipesen sama yg datang,,",Fear,6,beda yg dipesen sama yg datang,1
bajunya kok gak sesuai dg fotonya. bahkan mereknya gak ada / digunting,Fear,12,bajunya kok gak sesuai dg fotonya bahkan mereknya gak ada digunting,1
"sangat amat kecewa beli baju dewasa yg dtng ukuran anak SD , moga berkah tuh duit",Sadness,16,sangat amat kecewa beli baju dewasa yg dtng ukuran anak sd moga berkah tuh duit,4
jelek bgt bikin kecewa ?? ??,Anger,6,jelek bgt bikin kecewa,0
jauh dari expektasi bahannya kucel,Fear,5,jauh dari expektasi bahannya kucel,1
"Pashminanya pendek, gak seperti yang ada di deskripsi",Fear,8,pashminanya pendek gak seperti yang ada di deskripsi,1
"Barang ga sampai sudah ke ekspedisi juga ga ada,,udh minta kasih ulasan saja,,smoga yg nerima tuh barang berkah,,besok besok ga lagi beli disini",Fear,23,barang ga sampai sudah ke ekspedisi juga ga adaudh minta kasih ulasan sajasmoga yg nerima tuh barang berkahbesok besok ga lagi beli disini,1
tidak ada talinya??,Sadness,3,tidak ada talinya,4
"agak kecewa sih,jilbabnya ukuran kecil banget,gak bisa dipakai untuk dewasa..",Sadness,10,agak kecewa sihjilbabnya ukuran kecil bangetgak bisa dipakai untuk dewasa,4
Not recommend Gak sesuai sama harga beli di toko lain dengan harga sama kualitas jauh maaf review jujur,Fear,18,not recommend gak sesuai sama harga beli di toko lain dengan harga sama kualitas jauh maaf review jujur,1
"ada noda kuning di jilbab nya,pendek,kaku!",Anger,6,ada noda kuning di jilbab nyapendekkaku,0
maskernya agak kecil tdk sesuai harga..,Sadness,6,maskernya agak kecil tdk sesuai harga,4
"kecewa deh ... order warna hitam & navy, dikirim dua2nya warna navy. Alhamdulillah, ga langsung beli banyak, nyoba beli sedikit dulu.",Sadness,21,kecewa deh order warna hitam navy dikirim duanya warna navy alhamdulillah ga langsung beli banyak nyoba beli sedikit dulu,4
"saya kecewa banget sih,pesan maroon, hijau army sama mint.. tapi tu semua dganti sama warna lain tanpa konfirmasi., semoga bisa lebih teliti n komunikasi dg pembeli jika barang tidak tersedia..",Sadness,30,saya kecewa banget sihpesan maroon hijau army sama mint tapi tu semua dganti sama warna lain tanpa konfirmasi semoga bisa lebih teliti n komunikasi dg pembeli jika barang tidak tersedia,4
"yg direquest dgn yg dikirim beda warna,tanpa ada konfirmasi",Fear,9,yg direquest dgn yg dikirim beda warnatanpa ada konfirmasi,1
warnanya tidak sesuai,Fear,3,warnanya tidak sesuai,1
"pengiriman lama, barang sesuai harga , tlg QC nya lebih Di perbaiki Ada bolong2 bks jarum Di jahitannya, Ada garis putih Di kerudung abu yg lbh keliatan",Anger,27,pengiriman lama barang sesuai harga tlg qc nya lebih di perbaiki ada bolong bks jarum di jahitannya ada garis putih di kerudung abu yg lbh keliatan,0
pesannya cappucino datengnya ungu tua. aduuhhhh jauh bngat. baru pertama kali belanja udah mengecewakan????????,Sadness,14,pesannya cappucino datengnya ungu tua aduuhhhh jauh bngat baru pertama kali belanja udah mengecewakan,4
Bahannya kurang bagus.. biasa aja,Sadness,5,bahannya kurang bagus biasa aja,4
ada 2 wrna yg salah jdi kecewa deh??,Sadness,8,ada wrna yg salah jdi kecewa deh,4
"saya pesan warna mustard tapi tidak sesuai,",Fear,7,saya pesan warna mustard tapi tidak sesuai,1
gk ada plat besinya...cm ada label merk bahan,Fear,8,gk ada plat besinyacm ada label merk bahan,1
pengiriman lama. udh gt gaktau deh bener atau gak admin nya wa aku. blgnya warna jilbab yg ku pesan hbs. trs ak udh pilih warna lain. tp ujungnya yg dtg ttp aja warna yg kupilih awal. knp bgtu ya kalo ada stocknya knp hrs berbelit smakin lama pengirimannya statusnya gagal trs lama bgt. biasanya dari Bandung gak selama ini. ini Krn adminnya japri di wa berbelit-belit. barang diskon ya gak gini juga lah hrs sama pelayanan nya jgn bikin kecewa.,Anger,80,pengiriman lama udh gt gaktau deh bener atau gak admin nya wa aku blgnya warna jilbab yg ku pesan hbs trs ak udh pilih warna lain tp ujungnya yg dtg ttp aja warna yg kupilih awal knp bgtu ya kalo ada stocknya knp hrs berbelit smakin lama pengirimannya statusnya gagal trs lama bgt biasanya dari bandung gak selama ini ini krn adminnya japri di wa berbelitbelit barang diskon ya gak gini juga lah hrs sama pelayanan nya jgn bikin kecewa,0
kecewa berat sama pedagang.warna yg dibeli kosong dikirim tanpa konfirmasi.pdhl sy sudh minta d cancel.sudh dikirim baru bilang warna habis.pdhl harga lumayan mahal.dikirim warna senada 4pcs.emang sy mau buat seragaman.,Sadness,30,kecewa berat sama pedagangwarna yg dibeli kosong dikirim tanpa konfirmasipdhl sy sudh minta d cancelsudh dikirim baru bilang warna habispdhl harga lumayan mahaldikirim warna senada pcsemang sy mau buat seragaman,4
"Produk tidak sesuai gambar, harusnya gambar depan diganti karena jilbab ini tanpa plat. Dan hrusnya di deskripsi dituliskan kalau gambar didepan berbeda dgn produk supaya pembeli jg paham kalau produk yg dikirim dgn gambar depan berbeda. Harga lumayan mahal klo tanpa plat besinya. Bijaklah dlm berdagang apalagi utk merk yg sudah mulai besar dan dikenal masyarakat luas.",Fear,57,produk tidak sesuai gambar harusnya gambar depan diganti karena jilbab ini tanpa plat dan hrusnya di deskripsi dituliskan kalau gambar didepan berbeda dgn produk supaya pembeli jg paham kalau produk yg dikirim dgn gambar depan berbeda harga lumayan mahal klo tanpa plat besinya bijaklah dlm berdagang apalagi utk merk yg sudah mulai besar dan dikenal masyarakat luas,1
"warna yang datang beda sama asli, diganti seh tp pas dateng bahannya tipissss banget, nyesel deh",Sadness,16,warna yang datang beda sama asli diganti seh tp pas dateng bahannya tipissss banget nyesel deh,4
"quality control ny tdk teliti, yg kuning ada lubang ny sedikit.",Sadness,11,quality control ny tdk teliti yg kuning ada lubang ny sedikit,4
"Kecewa sih. Padahal beli mau buat dikasih orang. Tapi malah ga dapet boxnya. Sebelumnya pernah beli diario x nagita slavina juga, tapi dapet box. Kirain beli pas sale di tokopedia akan dapat boxnya juga. Ternyata malah ga dapet.",Sadness,38,kecewa sih padahal beli mau buat dikasih orang tapi malah ga dapet boxnya sebelumnya pernah beli diario x nagita slavina juga tapi dapet box kirain beli pas sale di tokopedia akan dapat boxnya juga ternyata malah ga dapet,4
"Kata penjual biru muda, ternyata biru tua. Tidak ada kemasan kotak, hanya plastik biasa. Kain jilbab juga susah dibentuk sehingga tidak rapi. Tidak sesuai ekspektasi saya",Sadness,26,kata penjual biru muda ternyata biru tua tidak ada kemasan kotak hanya plastik biasa kain jilbab juga susah dibentuk sehingga tidak rapi tidak sesuai ekspektasi saya,4
"Salah kirim warna, sy minta warna Pink, Biru, Hitam > yg dikirim Merah, Hijau, Hitam & lampu LED tdk nyala !!",Anger,21,salah kirim warna sy minta warna pink biru hitam yg dikirim merah hijau hitam lampu led tdk nyala,0
pembelian yg ini sy kecewa krn lampunya nggak nyala jg cetekan yg 100 tdk buny,Sadness,15,pembelian yg ini sy kecewa krn lampunya nggak nyala jg cetekan yg tdk buny,4
"Warna tidak sesuai permintaan padahal sudah di beri note, tetap saja dikirim warna random",Sadness,14,warna tidak sesuai permintaan padahal sudah di beri note tetap saja dikirim warna random,4
"penjual ga selektif asal kirim, dapet barang yang kondisi case nya udh rusak",Sadness,13,penjual ga selektif asal kirim dapet barang yang kondisi case nya udh rusak,4
yg dikirim russakkkkk guys ampun dahh,Anger,6,yg dikirim russakkkkk guys ampun dahh,0
"Produk yg dikirim tdk on alias mati, produk rusak yg dikirim, sbg konsumen sy dirugikan",Sadness,15,produk yg dikirim tdk on alias mati produk rusak yg dikirim sbg konsumen sy dirugikan,4
Jahitannya berantakan banget. gak kenceng aku benyeng dikit udah pada copot jahitannya...sedih,Sadness,12,jahitannya berantakan banget gak kenceng aku benyeng dikit udah pada copot jahitannyasedih,4
Bawahannya ada bolong ?? pengen retur tapi sayang ongkirnya buat kirim balik ke tokonya jauh di tasikmalaya. Tolong sebelum kirim di cek dulu kualitasnya biar ga gini.,Sadness,27,bawahannya ada bolong pengen retur tapi sayang ongkirnya buat kirim balik ke tokonya jauh di tasikmalaya tolong sebelum kirim di cek dulu kualitasnya biar ga gini,4
"bahan tipis, jahitan y kasar, pokok y sy k cewa",Sadness,10,bahan tipis jahitan y kasar pokok y sy k cewa,4
"Kali ini kecewa & kurang puas beli mukena dsini, packing standar, banyak noda kotor di bawahan mukena, bagian atasan mukena bnyak benang keluar jd kurang rapih, bahan seperti panas karna kasar bahan�y, warna pink�y tidak soft seperti gambar (maaf) pink�y seperti warna taplak meja hajatan, selera sih klo sya ga suka, beli saat flash sale, ukr sih besar cukup untuk orang bb 70kg.",Sadness,63,kali ini kecewa kurang puas beli mukena dsini packing standar banyak noda kotor di bawahan mukena bagian atasan mukena bnyak benang keluar jd kurang rapih bahan seperti panas karna kasar bahan�y warna pink�y tidak soft seperti gambar maaf pink�y seperti warna taplak meja hajatan selera sih klo sya ga suka beli saat flash sale ukr sih besar cukup untuk orang bb kg,4
"Barang sesuai ekpektasi, terimakasih",Happy,4,barang sesuai ekpektasi terimakasih,2
Jahitannya rapi. Ukuran sesuai. Nyaman dipakai. Modelnya keren,Happy,8,jahitannya rapi ukuran sesuai nyaman dipakai modelnya keren,2
Kaos kakinya sesuai dengan deskripsi.,Happy,5,kaos kakinya sesuai dengan deskripsi,2
"mantap, nyaman dipake, bahan premium, semoga awet dan selalu diskon harganya",Happy,11,mantap nyaman dipake bahan premium semoga awet dan selalu diskon harganya,2
"packing rapi, barang sesuai deskripsi. mantep lah.",Happy,7,packing rapi barang sesuai deskripsi mantep lah,2
produk yg bagus walau datang nya telat banget tapi gak kecewa lah sama produk dengan harga yg sangat murah,Happy,19,produk yg bagus walau datang nya telat banget tapi gak kecewa lah sama produk dengan harga yg sangat murah,2
"Kainnya gk tipis, standar tebal batik biasa, adem , lembut, variant yg dikirim penjual , sesuai.",Happy,16,kainnya gk tipis standar tebal batik biasa adem lembut variant yg dikirim penjual sesuai,2
"Puas banget, murah tapi ga murahan.. Gradasi warnanya elegan.. Melebihi ekspektasi saya..",Love,12,puas banget murah tapi ga murahan gradasi warnanya elegan melebihi ekspektasi saya,3
pas untuk ukuran kaki 46 juga. bahan sesuai dengan harga. dan cukup tebal,Happy,13,pas untuk ukuran kaki juga bahan sesuai dengan harga dan cukup tebal,2
"Positive seller, fast respon, fast delivery rapih tidak cacat, Positive product diterima sesuai gambar serta deskripsi.. recommeded seller!",Love,18,positive seller fast respon fast delivery rapih tidak cacat positive product diterima sesuai gambar serta deskripsi recommeded seller,3
"baguss barangnya original, semua lengkap dgn garansi, diproses nya juga cepat thank you????",Happy,13,baguss barangnya original semua lengkap dgn garansi diproses nya juga cepat thank you,2
"harga worth it, kualitas nya bagus, nyaman digunakan, tidak ada masalah dengan tali",Happy,13,harga worth it kualitas nya bagus nyaman digunakan tidak ada masalah dengan tali,2
"Awet banget ni strap nya, enak juga tebel, jadi ga takut putus",Happy,12,awet banget ni strap nya enak juga tebel jadi ga takut putus,2
Produk anak bangsa yang super keren banget desainnya!! Very nice and helpful seller! Terima kasiiih we love it so muuuuch!,Love,20,produk anak bangsa yang super keren banget desainnya very nice and helpful seller terima kasiiih we love it so muuuuch,3
Diterima dengan baik dalam bungkusan yang rapi. Sekarang jadi strap masker favorit,Happy,12,diterima dengan baik dalam bungkusan yang rapi sekarang jadi strap masker favorit,2
"Modelnya keren, luarnya tebal, tapi dalemannya cukup tipis entah akan lama atau tidak bertahannya",Happy,14,modelnya keren luarnya tebal tapi dalemannya cukup tipis entah akan lama atau tidak bertahannya,2
Tingkatkan lagi kualitas barangnya...Masih banyak benang keluar namun cukup baik,Happy,10,tingkatkan lagi kualitas barangnyamasih banyak benang keluar namun cukup baik,2
Sesuai deskripsi..Packingnya rapi..Thanks,Happy,3,sesuai deskripsipackingnya rapithanks,2
"Besar sekali ukurannya, jadi nggak kepake longgar pas saya pakai",Happy,10,besar sekali ukurannya jadi nggak kepake longgar pas saya pakai,2
"Overall semua oke, seller respon dan pengiriman. Tapi utk talinya kurang kuat, baru beberapa x pake sudah putus. Next agar dibagusin lg ya. Thx",Happy,24,overall semua oke seller respon dan pengiriman tapi utk talinya kurang kuat baru beberapa x pake sudah putus next agar dibagusin lg ya thx,2
"Bahan halus,ketebalan seperti batik pada umumnya, motif keren. Akan lebih baik lagi kalo respon chatnya lebih responsif",Happy,17,bahan halusketebalan seperti batik pada umumnya motif keren akan lebih baik lagi kalo respon chatnya lebih responsif,2
Secara keseluruhan sudah bagus namun bagian dalam kadang suka copot copot,Happy,11,secara keseluruhan sudah bagus namun bagian dalam kadang suka copot copot,2
Pengiriman agak kurang cepat tidak sesuai dengan estimasi di toko tapi barangnya OK sesuai specs dan tidak mengecewakan,Happy,18,pengiriman agak kurang cepat tidak sesuai dengan estimasi di toko tapi barangnya ok sesuai specs dan tidak mengecewakan,2
"barang sesuai gambar, pengirimannya bisa lebih dipercepat, akan lebih mantap..",Happy,10,barang sesuai gambar pengirimannya bisa lebih dipercepat akan lebih mantap,2
sweater nya lumayan. hanya ada sedikit miskomunikasi. Tapi ya sudahlah... Terimakasih ya...,Happy,12,sweater nya lumayan hanya ada sedikit miskomunikasi tapi ya sudahlah terimakasih ya,2
"Bagus. Sesuai Ekspetasi. Original. Pengiriman Cepat. Cuma pada bagian tombol �Adjust� agak masuk kedalam jadi agak susah ditekan. Kalau tombolnya bagus, aku langsung kasih bintang 5 hehehe",Happy,27,bagus sesuai ekspetasi original pengiriman cepat cuma pada bagian tombol �adjust� agak masuk kedalam jadi agak susah ditekan kalau tombolnya bagus aku langsung kasih bintang hehehe,2
"Produk ok, sesuai ekspektasi. Terima kasih",Happy,6,produk ok sesuai ekspektasi terima kasih,2
Jahitannya rapi. Bahannya lembut.,Happy,4,jahitannya rapi bahannya lembut,2
"barang sampai dengan selamat, dompet nya keren, bingkisan premium, seperti dompet mahal",Happy,12,barang sampai dengan selamat dompet nya keren bingkisan premium seperti dompet mahal,2
Modelnya keren ??. Jahitannya rapi. Potongannya rapi. Ukuran sesuai. tidak kaku. Nyaman dipakai. Bahannya lembut.,Happy,15,modelnya keren jahitannya rapi potongannya rapi ukuran sesuai tidak kaku nyaman dipakai bahannya lembut,2
Ukuran sesuai. Modelnya keren ??. Potongannya rapi. Nyaman dipakai. Jahitannya rapi.,Happy,11,ukuran sesuai modelnya keren potongannya rapi nyaman dipakai jahitannya rapi,2
"fast respon, sesuai pesanan, kualitas bagus semoga makin berkah",Happy,9,fast respon sesuai pesanan kualitas bagus semoga makin berkah,2
"barang sampai dengan selamat, cakep juga modelnya, dan tidak pernah kecewa dengan produk eiger",Happy,14,barang sampai dengan selamat cakep juga modelnya dan tidak pernah kecewa dengan produk eiger,2
Nyaman dipakai. Bahannya kuat. Muat banyak barang. Potongannya rapi. Jahitannya rapi. Ukuran sesuai. Resletingnya lancar. Bahannya ringan. Modelnya keren ??.,Happy,20,nyaman dipakai bahannya kuat muat banyak barang potongannya rapi jahitannya rapi ukuran sesuai resletingnya lancar bahannya ringan modelnya keren,2
"Overall semua oke, seller respon dan pengiriman. Tapi untuk talinya kurang kuat, baru beberapa kali pake sudah putus. Next agar dibagusin lagi ya.",Happy,23,overall semua oke seller respon dan pengiriman tapi untuk talinya kurang kuat baru beberapa kali pake sudah putus next agar dibagusin lagi ya,2
"alhamdulillah memuaskan,walau sempet kehabisan stok tapi gamasalah diganti sama model lain juga bagus,kualitasnya mantap, pelayanan juga ramah,mungkin respon nya aja perlu di tingkatkan lagi",Happy,24,alhamdulillah memuaskanwalau sempet kehabisan stok tapi gamasalah diganti sama model lain juga baguskualitasnya mantap pelayanan juga ramahmungkin respon nya aja perlu di tingkatkan lagi,2
"Sepatunya cukup bagus, namun ketika sampai ternyata sepatunya agak mletot dan terlalu berat untuk ukuran sepatu lari. tapi harganya sudah sesuai.",Happy,21,sepatunya cukup bagus namun ketika sampai ternyata sepatunya agak mletot dan terlalu berat untuk ukuran sepatu lari tapi harganya sudah sesuai,2
Bukan jam harga mahal yg didiskon..tapi jam yang sesuai harga beli dan kualitasnya..,Happy,13,bukan jam harga mahal yg didiskontapi jam yang sesuai harga beli dan kualitasnya,2
Sudah terpasang dgn kaca sesuai ukuran yg dipesan. Rapi dan kaya kaca mata mahal. Mantab!. Thanks too buat cairan lens cleaner-nya.,Happy,21,sudah terpasang dgn kaca sesuai ukuran yg dipesan rapi dan kaya kaca mata mahal mantab thanks too buat cairan lens cleanernya,2
"Saya puas dengan kacamatanya. Lagi pikir kalau pakai kaca asli ok tidak. Harganya memang sedikit lebih mahal dibanding yg lain, tapi so far kualitas bagus. Ringan pula. Enak dipakai.",Happy,29,saya puas dengan kacamatanya lagi pikir kalau pakai kaca asli ok tidak harganya memang sedikit lebih mahal dibanding yg lain tapi so far kualitas bagus ringan pula enak dipakai,2
"respon cepat, barang sesuai pesanan..moga awet",Happy,6,respon cepat barang sesuai pesananmoga awet,2
"Seller ramah, pengiriman cepat. Gak nyangka ternyata paketnya bagus banget dan kacamatanya memang sangat berguna buat orang yang sering pakai hp.????",Happy,21,seller ramah pengiriman cepat gak nyangka ternyata paketnya bagus banget dan kacamatanya memang sangat berguna buat orang yang sering pakai hp,2
"barang sesuai deskripsi bagus, murah packing dan lainnya rapi, recommended bgt deh",Love,12,barang sesuai deskripsi bagus murah packing dan lainnya rapi recommended bgt deh,3
"gak nyesel beli di sini sudah harga terjangkau, kualitas bagus, rekomendit banget deh pokok nya buat beli disini dan juga lengkap lagi. happy belanja di sini.",Love,26,gak nyesel beli di sini sudah harga terjangkau kualitas bagus rekomendit banget deh pokok nya buat beli disini dan juga lengkap lagi happy belanja di sini,3
"packing nya rapi bngt.... pengiriman cepat, kurirnya jg ramah ... recommended ??",Love,12,packing nya rapi bngt pengiriman cepat kurirnya jg ramah recommended,3
Tebal berkualitas ??. Jaketnya stylish. Keren modelnya.,Happy,7,tebal berkualitas jaketnya stylish keren modelnya,2
Ukuran fit dipakai. Nyaman dipakai. Jaketnya stylish. Packaging aman ??. Proses pesanan cepat. Keren modelnya.,Happy,15,ukuran fit dipakai nyaman dipakai jaketnya stylish packaging aman proses pesanan cepat keren modelnya,2
Barang sesuai pesanan. Namun utk saya pilih XL agak kegedean. Mungkin lebih tepatnya L.,Happy,14,barang sesuai pesanan namun utk saya pilih xl agak kegedean mungkin lebih tepatnya l,2
"produk sesuai deskripsi, sdh diterima aman, tks",Happy,7,produk sesuai deskripsi sdh diterima aman tks,2
terima kasih...brang bagus harga murah cepet lagi cod lagi...siip ????,Happy,10,terima kasihbrang bagus harga murah cepet lagi cod lagisiip,2
"Bahan bagus,sesuai pesanan,packing rapi,recommended seller",Love,5,bahan bagussesuai pesananpacking rapirecommended seller,3
bagus bangettt bahan lumayan teball sukaa padahal murahh tapi kualitas lumayan lahhh tapiii sukaaaa,Love,14,bagus bangettt bahan lumayan teball sukaa padahal murahh tapi kualitas lumayan lahhh tapiii sukaaaa,3
"seller fast respon , barang cepat sampai,packing rapi, barang sdh dicoba sesuai order, nyaman dipake. makasih NoWway????",Happy,17,seller fast respon barang cepat sampaipacking rapi barang sdh dicoba sesuai order nyaman dipake makasih nowway,2
"sukaaaa...makanya beli lagi..total udh punya 6 pcs. suami bilang model dan bahan bagus, nyaman dipakai. warnanya oke2. respon penjual mengirimkan barang super cepat.",Love,23,sukaaaamakanya beli lagitotal udh punya pcs suami bilang model dan bahan bagus nyaman dipakai warnanya oke respon penjual mengirimkan barang super cepat,3
jujur utk harga segini sudah melebihi ekspektasi saya. nyaman dan jahitan rapi ga ada yg brodol2,Happy,16,jujur utk harga segini sudah melebihi ekspektasi saya nyaman dan jahitan rapi ga ada yg brodol,2
"Jahitannya rapi. Ukuran sesuai. Bahan agak panas tp masih nyaman dipakai, Sesuailah dengan harganya. Trims ya seller...",Happy,17,jahitannya rapi ukuran sesuai bahan agak panas tp masih nyaman dipakai sesuailah dengan harganya trims ya seller,2
bagus banget bahan nya juga adem ini bakal jadi langganan saya order baju tidur untuk suami ????,Happy,17,bagus banget bahan nya juga adem ini bakal jadi langganan saya order baju tidur untuk suami,2
